"URI","rdf-schema#label","rdf-schema#comment","buildingEndDate","elevation","height","location_label","location","thumbnail_label","thumbnail","wikiPageID","wikiPageRevisionID","point","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","owl#sameAs_label","owl#sameAs","wgs84_pos#lat","wgs84_pos#long"
"http://dbpedia.org/resource/Barra_Head_Lighthouse","Barra Head Lighthouse","Barra Head Lighthouse on Barra Head identifies the southern entrance to The Minch roughly half-way between the Eilean Glas and Rinns of Islay lighthouses. The 58 foot (18 m) stone tower built in 1833 stands on the west side of the island at the top of a very steep cliff making the light 693 feet (211 m) above sea level with a range of 16 nautical miles; 29 kilometres (18 mi).","NULL","NULL","18.0","NULL","NULL","Barra_Head_Lighthouse.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Barra_Head_Lighthouse.jpg?width=300","39357034","563799886","56.78544 -7.65356","{architectural structure|lighthouse|place|tower|Wikidata:Q532|Place|_Feature|owl#Thing|d0.owl#Location|Lighhouse|wgs84_pos#SpatialThing}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://dbpedia.org/ontology/Wikidata:Q532|http://schema.org/Place|http://www.opengis.net/gml/_Feature|http://www.w3.org/2002/07/owl#Thing|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://umbel.org/umbel/rc/Lighhouse|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing}","{Barra_Head_Lighthouse|Q3378173|m.0v3b_v9|Phare_de_Barra_Head}","{http://de.dbpedia.org/resource/Barra_Head_Lighthouse|http://wikidata.org/entity/Q3378173|http://rdf.freebase.com/ns/m.0v3b_v9|http://fr.dbpedia.org/resource/Phare_de_Barra_Head|http://wikidata.dbpedia.org/resource/Q3378173}","56.7854","-7.65356"
"http://dbpedia.org/resource/Barrenjoey_Head_Lighthouse","Barrenjoey Head Lighthouse","The Barrenjoey Head lighthouse was the third light constructed on the Barrenjoey New South Wales headland and was completed in 1881. Designed by NSW colonial architect James Barnet its construction cost £13695 plus £2210 for the lamp.","NULL","113.081","20.1168","NULL","NULL","BarrenjoeyLighthouse.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/BarrenjoeyLighthouse.JPG?width=300","28727142","584484909","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532}","{m.0hz8xcr|Q15196838}","{http://rdf.freebase.com/ns/m.0hz8xcr|http://wikidata.dbpedia.org/resource/Q15196838|http://wikidata.org/entity/Q15196838}","NULL","NULL"
"http://dbpedia.org/resource/Basco_Lighthouse","Basco Lighthouse","Basco Lighthouse is a lighthouse in the town of Basco in Batanes the northernmost province in the Philippines. Located in Naidi Hills in Barangay San Antonio the lush green hills and the open sea provide a beautiful backdrop for the lighthouse. The place can easily be reached by a 1.2-km (3/4 mile) hike from the Port of Basco.","NULL","NULL","20.1168","Basco Batanes","http://dbpedia.org/resource/Basco,_Batanes","Lighthouse_Batanes_Island_Philippines.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Lighthouse,_Batanes_Island,_Philippines.JPG?width=300","21309555","593754669","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.05f5krq|Q4866328|Faro_de_Basco|Basco_Lighthouse}","{http://rdf.freebase.com/ns/m.05f5krq|http://wikidata.dbpedia.org/resource/Q4866328|http://es.dbpedia.org/resource/Faro_de_Basco|http://wikidata.org/entity/Q4866328|http://yago-knowledge.org/resource/Basco_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/Bass_Harbor_Head_Light","Bass Harbor Head Light","Bass Harbor Head Light is a lighthouse located within Acadia National Park on the southeast corner of Mount Desert Island Maine marking the entrance to Bass Harbor and Blue Hill Bay.","NULL","NULL","NULL","Tremont Maine","http://dbpedia.org/resource/Tremont,_Maine","Bass_harbor_head_light_20041002_123635_1.1504x1000.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Bass_harbor_head_light_20041002_123635_1.1504x1000.jpg?width=300","8614820","578181887","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Building|Lighhouse|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Building|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{Phare_de_Bass_Harbor|Bass_Harbor_Head_Light|Q810448||m.027b2c2}","{http://fr.dbpedia.org/resource/Phare_de_Bass_Harbor|http://de.dbpedia.org/resource/Bass_Harbor_Head_Light|http://wikidata.dbpedia.org/resource/Q810448|http://wikidata.org/entity/Q810448|http://sws.geonames.org/4957541/|http://rdf.freebase.com/ns/m.027b2c2|http://yago-knowledge.org/resource/Bass_Harbor_Head_Light}","NULL","NULL"
"http://dbpedia.org/resource/Bass_Rock_Lighthouse","Bass Rock Lighthouse","The Bass Rock Lighthouse on Bass Rock is a 20 metres (66 ft) lighthouse built in 1902 by David Stevenson who demolished the 13th century keep or governor's house and some other buildings within the castle for the stone. The Commissioners of the Northern Lighthouse Board decided that a lighthouse should be erected on the Bass Rock in July 1897 along with another light at Barns Ness near Dunbar.","NULL","46.0","20.0","{Scotland|Bass Rock|Firth of Forth}","{http://dbpedia.org/resource/Scotland|http://dbpedia.org/resource/Bass_Rock|http://dbpedia.org/resource/Firth_of_Forth}","Bass_Rock_Gannets_Lighthouse.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Bass_Rock_Gannets_Lighthouse.jpg?width=300","39348431","589485658","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse}","{m.0v3bhyl|Q15196984|Latarnia_morska_Bass_Rock}","{http://rdf.freebase.com/ns/m.0v3bhyl|http://wikidata.dbpedia.org/resource/Q15196984|http://pl.dbpedia.org/resource/Latarnia_morska_Bass_Rock|http://wikidata.org/entity/Q15196984}","NULL","NULL"
"http://dbpedia.org/resource/Bast%C3%B8y_Lighthouse","Bastøy Lighthouse","Bastøy Lighthouse (Norwegian: Bastøy fyr) is a coastal lighthouse in the municipality of Horten in Vestfold Norway. It was established in 1840 and was replaced by a light in 1986.","NULL","NULL","NULL","Horten","http://dbpedia.org/resource/Horten","Lighthouse_Bastøy_in_Oslo_fjord_14_January_2010.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Lighthouse_Bastøy_in_Oslo_fjord,_14_January_2010.jpg?width=300","34572667","553820803","59.38638888888889 10.536666666666667","{architectural structure|lighthouse|place|tower|Wikidata:Q532|YagoGeoEntity|Object100002684|Place|Tower104460130|YagoPermanentlyLocatedEntity|Artifact100021939|owl#Thing|Beacon102814860|d0.owl#Location|Whole100003553|PhysicalEntity100001930|wgs84_pos#SpatialThing|Structure104341686}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/Object100002684|http://schema.org/Place|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity|http://dbpedia.org/class/yago/Artifact100021939|http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/class/yago/Beacon102814860|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://dbpedia.org/class/yago/Structure104341686}","{m.0j2836w|Bastøy_Lighthouse}","{http://rdf.freebase.com/ns/m.0j2836w|http://yago-knowledge.org/resource/Bastøy_Lighthouse}","59.3864","10.5367"
"http://dbpedia.org/resource/Batag_Island_Lighthouse","Batag Island Lighthouse","Batag Island Lighthouse is a historic lighthouse on Batag Island off the coast of the town of Laoang in the province of Northern Samar in the Philippines. The light marks the northeastern point of Samar Island and lead international ships to the entrance of the San Bernardino Strait marked by the San Bernardino Light.","NULL","NULL","30.7848","{Northern Samar|Laoang Northern Samar}","{http://dbpedia.org/resource/Northern_Samar|http://dbpedia.org/resource/Laoang,_Northern_Samar}","NULL","NULL","27305492","590846133","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0by1yz8|Q4868523|Batag_Island_Lighthouse}","{http://rdf.freebase.com/ns/m.0by1yz8|http://wikidata.dbpedia.org/resource/Q4868523|http://wikidata.org/entity/Q4868523|http://yago-knowledge.org/resource/Batag_Island_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/Bathurst_Lighthouse","Bathurst Lighthouse","Bathurst Lighthouse is one of two lighthouses on Rottnest Island the other being Wadjemup Lighthouse. It is located on Bathurst Point in the north east of the island and was activated in 1900. The lighthouse was erected in response to a series of shipping disasters in the area which included the loss of the City of York in 1899. The lightsource and lantern house were originally to be used at Cape Leeuwin but were then built in on Rottnest Island.","NULL","30.0","19.2","Rottnest Island","http://dbpedia.org/resource/Rottnest_Island","Bathurst_lighthouse_Rottnest-4.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Bathurst_lighthouse,_Rottnest-4.jpg?width=300","7252373","552039893","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.025x9wb|Bathurst_Lighthouse|Q605609}","{http://rdf.freebase.com/ns/m.025x9wb|http://de.dbpedia.org/resource/Bathurst_Lighthouse|http://wikidata.dbpedia.org/resource/Q605609|http://wikidata.org/entity/Q605609|http://yago-knowledge.org/resource/Bathurst_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/Battery_Gladden_Light","Battery Gladden Light","The Battery Gladden Light was a lighthouse in Mobile Bay which marked a turn in the old ship channel. It was deactivated in 1913 and no longer exists.","NULL","NULL","NULL","Mobile Bay","http://dbpedia.org/resource/Mobile_Bay","NULL","NULL","41735088","592354987","NULL","{architectural structure|lighthouse|place|tower|Wikidata:Q532|Place|owl#Thing|d0.owl#Location}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://dbpedia.org/ontology/Wikidata:Q532|http://schema.org/Place|http://www.w3.org/2002/07/owl#Thing|http://www.ontologydesignpatterns.org/ont/d0.owl#Location}","{Q16165346|m.0_gzsr8}","{http://wikidata.dbpedia.org/resource/Q16165346|http://wikidata.org/entity/Q16165346|http://rdf.freebase.com/ns/m.0_gzsr8}","NULL","NULL"
"http://dbpedia.org/resource/Battery_Point_Light","Battery Point Light","Battery Point Light is a lighthouse in Crescent City California United States. It is registered as a California Historical Landmark and is listed on the National Register of Historic Places as Crescent City Lighthouse.","NULL","NULL","13.716","{California|Crescent City California}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Crescent_City,_California}","Battery_Point_Lighthouse.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Battery_Point_Lighthouse.JPG?width=300","6685209","584544457","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Building|Lighhouse|LighthouseMuseumsInCalifornia|Artifact100021939|Beacon102814860|CaliforniaHistoricalLandmarks|Depository103177349|Facility103315023|Landmark108624891|Location100027167|Museum103800563|Object100002684|Point108620061|Position108621598|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|YagoLegalActorGeo|PhysicalEntity100001930|YagoPermanentlyLocatedEntity|MuseumsInDelNorteCountyCalifornia}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Building|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/LighthouseMuseumsInCalifornia|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/CaliforniaHistoricalLandmarks|http://dbpedia.org/class/yago/Depository103177349|http://dbpedia.org/class/yago/Facility103315023|http://dbpedia.org/class/yago/Landmark108624891|http://dbpedia.org/class/yago/Location100027167|http://dbpedia.org/class/yago/Museum103800563|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Point108620061|http://dbpedia.org/class/yago/Position108621598|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/YagoLegalActorGeo|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity|http://dbpedia.org/class/yago/MuseumsInDelNorteCounty,California}","{m.0gh5z5|Q4869878|Battery_Point_Lighthouse|Battery_Point_Light}","{http://rdf.freebase.com/ns/m.0gh5z5|http://wikidata.dbpedia.org/resource/Q4869878|http://nl.dbpedia.org/resource/Battery_Point_Lighthouse|http://wikidata.org/entity/Q4869878|http://yago-knowledge.org/resource/Battery_Point_Light}","NULL","NULL"
"http://dbpedia.org/resource/Batticaloa_Lighthouse","Batticaloa Lighthouse","Batticaloa Lighthouse is a lighthouse in Sri Lanka situated near the estuary in Palameenmadu was built in 1913 and is 28 meters high.","NULL","NULL","NULL","NULL","NULL","Batticaloa_lighthouse.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Batticaloa_lighthouse.jpg?width=300","38504590","577078518","NULL","{architectural structure|lighthouse|place|tower|Wikidata:Q532|Place|owl#Thing|d0.owl#Location}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://dbpedia.org/ontology/Wikidata:Q532|http://schema.org/Place|http://www.w3.org/2002/07/owl#Thing|http://www.ontologydesignpatterns.org/ont/d0.owl#Location}","{Q4869904|m.0r4rx49}","{http://wikidata.dbpedia.org/resource/Q4869904|http://rdf.freebase.com/ns/m.0r4rx49|http://wikidata.org/entity/Q4869904}","NULL","NULL"
"http://dbpedia.org/resource/Battle_Island_Light","Battle Island Light","Battle Island Light is a lighthouse on the Canadian shore of Lake Superior. It is located on the westerly point of Battle Island 28.5 miles (45.9 km) east-northeast from Lamb Island Light. It was built as a white light visible for 18 miles (29 km) in clear weather.","NULL","35.6616","13.1064","Ontario","http://dbpedia.org/resource/Ontario","Battle_Island_Light.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Battle_Island_Light.jpg?width=300","36748847","553124322","48.751666666666665 -87.55666666666667","{architectural structure|lighthouse|place|tower|Wikidata:Q532|Place|owl#Thing|wgs84_pos#SpatialThing|d0.owl#Location}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://dbpedia.org/ontology/Wikidata:Q532|http://schema.org/Place|http://www.w3.org/2002/07/owl#Thing|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://www.ontologydesignpatterns.org/ont/d0.owl#Location}","{Q4870063|m.0l8nzd_}","{http://wikidata.dbpedia.org/resource/Q4870063|http://rdf.freebase.com/ns/m.0l8nzd_|http://wikidata.org/entity/Q4870063}","48.7517","-87.5567"
"http://dbpedia.org/resource/Bay_Rock_Light","Bay Rock Light","Bay Rock Light is an inactive lighthouse which used to be located on Bay Rock a rocky islet northwest of Magnetic Island about 20 kilometres (12 mi) north of Townsville Queensland Australia. First lit in 1886 it was automated in 1920 and deactivated in the 1980s. It was relocated in 1992 to the Townsville Maritime Museum where it is now displayed.","NULL","NULL","8.0","{Townsville|Queensland|Australia}","{http://dbpedia.org/resource/Townsville|http://dbpedia.org/resource/Queensland|http://dbpedia.org/resource/Australia}","Bay_Rock_Lighthouse_at_Townsville_Maritime_Museum.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Bay_Rock_Lighthouse_at_Townsville_Maritime_Museum.jpg?width=300","29611510","587294258","-19.116666666666667 146.75333333333333","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|wgs84_pos#SpatialThing|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0fph92w|Q4874082|Bay_Rock_Light}","{http://rdf.freebase.com/ns/m.0fph92w|http://wikidata.dbpedia.org/resource/Q4874082|http://wikidata.org/entity/Q4874082|http://yago-knowledge.org/resource/Bay_Rock_Light}","-19.1167","146.753"
"http://dbpedia.org/resource/Beach_Lighthouse_(Fleetwood)","Beach Lighthouse (Fleetwood)","The Beach Lighthouse (also known as the Lower Light) is a 44-foot (13 m) tall sandstone lighthouse situated in Fleetwood Lancashire England. The lighthouse was designed in 1839 by Decimus Burton and Capt H.M. Denham. Burton had been commissioned three years previously by Sir Peter Hesketh Fleetwood as the architect of the new town of Fleetwood.","NULL","NULL","13.4112","{England|Fleetwood}","{http://dbpedia.org/resource/England|http://dbpedia.org/resource/Fleetwood}","Fwd-Lower_Light_2004-06-30.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Fwd-Lower_Light_2004-06-30.jpg?width=300","15548940","602096003","53.9286 -3.0091","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|wgs84_pos#SpatialThing|_Feature|Lighhouse|GradeIIListedBuildingsInLancashire|Artifact100021939|Building102913152|BuildingsAndStructuresInWyre|Object100002684|Structure104341686|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://www.opengis.net/gml/_Feature|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/GradeIIListedBuildingsInLancashire|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Building102913152|http://dbpedia.org/class/yago/BuildingsAndStructuresInWyre|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.03mdt21|Beach_Lighthouse_(Fleetwood)|Q220081}","{http://rdf.freebase.com/ns/m.03mdt21|http://de.dbpedia.org/resource/Beach_Lighthouse_(Fleetwood)|http://wikidata.dbpedia.org/resource/Q220081|http://wikidata.org/entity/Q220081|http://yago-knowledge.org/resource/Beach_Lighthouse_(Fleetwood)}","53.9286","-3.0091"
"http://dbpedia.org/resource/Beachy_Head_Lighthouse","Beachy Head Lighthouse","Beachy Head Lighthouse was built in the sea below Beachy Head. It was 43 m (141 ft) in height and became operational in October 1902. For more than 80 years the red-and-white striped tower was manned by three lighthouse keepers. Their job was to maintain the light which rotates making two white flashes every 20 seconds. It was then visible 26 nautical miles (48 km; 30 mi) out to sea.","NULL","NULL","43.0","{East Sussex|Eastbourne}","{http://dbpedia.org/resource/East_Sussex|http://dbpedia.org/resource/Eastbourne}","Beachy9888.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Beachy9888.jpg?width=300","5045109","601383353","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532}","{m.04tnw_2|Q15197902|Latarnia_morska_Beachy_Head}","{http://rdf.freebase.com/ns/m.04tnw_2|http://wikidata.dbpedia.org/resource/Q15197902|http://pl.dbpedia.org/resource/Latarnia_morska_Beachy_Head|http://wikidata.org/entity/Q15197902}","NULL","NULL"
